"","id","Datum","Warengruppe","Umsatz","wochentag","jahreszeit","monat","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","KielerWoche","Feiertag","Ferien"
"40",1308091,2013-08-09,1,125.620344387906,"Freitag","Sommer","08",4,20.3375,10,21,FALSE,FALSE,FALSE
"41",1308101,2013-08-10,1,185.177162656408,"Samstag","Sommer","08",7,19.3625,12,61,FALSE,FALSE,FALSE
"42",1308111,2013-08-11,1,73.2088330039992,"Sonntag","Sommer","08",7,16.3875,9,61,FALSE,FALSE,FALSE
"43",1308121,2013-08-12,1,154.504729536697,"Montag","Sommer","08",7,16.45,11,63,FALSE,FALSE,FALSE
"44",1308131,2013-08-13,1,134.064451548102,"Dienstag","Sommer","08",3,16.4,16,95,FALSE,FALSE,FALSE
"45",1308141,2013-08-14,1,156.972510536869,"Mittwoch","Sommer","08",4,18.2625,18,61,FALSE,FALSE,FALSE
"46",1308151,2013-08-15,1,164.763795399756,"Donnerstag","Sommer","08",3,19.8,8,NA,FALSE,FALSE,FALSE
"47",1308161,2013-08-16,1,147.79799759804,"Freitag","Sommer","08",4,23.575,11,0,FALSE,FALSE,FALSE
"48",1308171,2013-08-17,1,221.630418006017,"Samstag","Sommer","08",6,20.55,7,0,FALSE,FALSE,FALSE
"49",1308181,2013-08-18,1,92.489778506026,"Sonntag","Sommer","08",7,18.5875,10,63,FALSE,FALSE,FALSE
"50",1308191,2013-08-19,1,145.87913275728,"Montag","Sommer","08",5,18.4875,8,NA,FALSE,FALSE,FALSE
"51",1308201,2013-08-20,1,111.842396126739,"Dienstag","Sommer","08",7,17.775,8,61,FALSE,FALSE,FALSE
"52",1308211,2013-08-21,1,125.336522713024,"Mittwoch","Sommer","08",5,20.125,8,NA,FALSE,FALSE,FALSE
"53",1308221,2013-08-22,1,132.916428220302,"Donnerstag","Sommer","08",4,21.6625,8,NA,FALSE,FALSE,FALSE
"54",1308231,2013-08-23,1,162.958958703106,"Freitag","Sommer","08",1,22.0375,14,NA,FALSE,FALSE,FALSE
"55",1308241,2013-08-24,1,201.543109556297,"Samstag","Sommer","08",0,20.85,16,5,FALSE,FALSE,FALSE
"56",1308251,2013-08-25,1,83.0226725739551,"Sonntag","Sommer","08",0,21.3875,16,5,FALSE,FALSE,FALSE
"57",1308261,2013-08-26,1,165.829031676714,"Montag","Sommer","08",0,20.125,15,5,FALSE,FALSE,FALSE
"58",1308271,2013-08-27,1,118.473650434102,"Dienstag","Sommer","08",1,21.0875,12,NA,FALSE,FALSE,FALSE
"59",1308281,2013-08-28,1,108.876991442649,"Mittwoch","Sommer","08",0,21.3,7,NA,FALSE,FALSE,FALSE
"60",1308291,2013-08-29,1,178.178023803315,"Donnerstag","Sommer","08",3,20.2125,11,NA,FALSE,FALSE,FALSE
"61",1308301,2013-08-30,1,133.150828452892,"Freitag","Sommer","08",6,19.7875,8,5,FALSE,FALSE,FALSE
"62",1308311,2013-08-31,1,130.821314898435,"Samstag","Sommer","08",5,18.35,16,21,FALSE,FALSE,FALSE
"63",1309011,2013-09-01,1,95.9704314892471,"Sonntag","Herbst","09",7,15.8625,16,61,FALSE,FALSE,FALSE
"64",1309021,2013-09-02,1,138.408723210465,"Montag","Herbst","09",7,16.575,17,63,FALSE,FALSE,FALSE
"65",1309031,2013-09-03,1,138.825618927843,"Dienstag","Herbst","09",7,18.225,11,21,FALSE,FALSE,FALSE
"66",1309041,2013-09-04,1,100.221969526295,"Mittwoch","Herbst","09",7,18.125,5,NA,FALSE,FALSE,FALSE
"67",1309051,2013-09-05,1,173.658100347255,"Donnerstag","Herbst","09",0,21.7,8,NA,FALSE,FALSE,FALSE
"68",1309061,2013-09-06,1,171.415179710314,"Freitag","Herbst","09",0,24.7,9,NA,FALSE,FALSE,FALSE
"69",1309071,2013-09-07,1,186.034060963767,"Samstag","Herbst","09",6,22.7625,7,NA,FALSE,FALSE,FALSE
"70",1309081,2013-09-08,1,88.8925958109828,"Sonntag","Herbst","09",7,20.1625,8,61,FALSE,FALSE,FALSE
"71",1309091,2013-09-09,1,169.359968504942,"Montag","Herbst","09",8,11.575,11,63,FALSE,FALSE,FALSE
"72",1309101,2013-09-10,1,89.6944536084346,"Dienstag","Herbst","09",6,13.5875,11,65,FALSE,FALSE,FALSE
"73",1309111,2013-09-11,1,103.363686559795,"Mittwoch","Herbst","09",6,13.9,8,61,FALSE,FALSE,FALSE
"74",1309121,2013-09-12,1,106.474399987548,"Donnerstag","Herbst","09",6,16.1125,6,61,FALSE,FALSE,FALSE
"75",1309131,2013-09-13,1,122.564626199915,"Freitag","Herbst","09",6,17.4375,5,21,FALSE,FALSE,FALSE
"76",1309141,2013-09-14,1,174.938807466572,"Samstag","Herbst","09",5,17.625,10,63,FALSE,FALSE,FALSE
"77",1309151,2013-09-15,1,55.1960062296304,"Sonntag","Herbst","09",7,14.8625,10,21,FALSE,FALSE,FALSE
"78",1309161,2013-09-16,1,146.760234890658,"Montag","Herbst","09",3,13.1375,13,21,FALSE,FALSE,FALSE
"79",1309171,2013-09-17,1,136.118044538363,"Dienstag","Herbst","09",5,13.1375,10,63,FALSE,FALSE,FALSE
"80",1309181,2013-09-18,1,152.255085210606,"Mittwoch","Herbst","09",4,13.05,9,NA,FALSE,FALSE,FALSE
"81",1309191,2013-09-19,1,148.674992078993,"Donnerstag","Herbst","09",5,14.8375,11,63,FALSE,FALSE,FALSE
"82",1309201,2013-09-20,1,110.159250328825,"Freitag","Herbst","09",7,13.525,6,NA,FALSE,FALSE,FALSE
"83",1309211,2013-09-21,1,178.263887943827,"Samstag","Herbst","09",7,15.35,9,NA,FALSE,FALSE,FALSE
"84",1309221,2013-09-22,1,86.6668973821597,"Sonntag","Herbst","09",6,17.1375,14,21,FALSE,FALSE,FALSE
"85",1309231,2013-09-23,1,111.128410563554,"Montag","Herbst","09",7,17.3125,14,21,FALSE,FALSE,FALSE
"86",1309241,2013-09-24,1,139.64144576808,"Dienstag","Herbst","09",8,15.7375,10,NA,FALSE,FALSE,FALSE
"87",1309251,2013-09-25,1,117.94119333604,"Mittwoch","Herbst","09",6,13.5375,7,61,FALSE,FALSE,FALSE
"88",1309261,2013-09-26,1,203.314345156607,"Donnerstag","Herbst","09",1,12.9875,12,NA,FALSE,FALSE,FALSE
"89",1309271,2013-09-27,1,135.507291692088,"Freitag","Herbst","09",5,13.0125,8,21,FALSE,FALSE,FALSE
"90",1309281,2013-09-28,1,134.613756840197,"Samstag","Herbst","09",0,13.1,8,NA,FALSE,FALSE,FALSE
"91",1309291,2013-09-29,1,68.6316896995448,"Sonntag","Herbst","09",3,14.175,12,NA,FALSE,FALSE,FALSE
"92",1309301,2013-09-30,1,156.502435955326,"Montag","Herbst","09",1,12.825,14,NA,FALSE,FALSE,FALSE
"93",1310011,2013-10-01,1,123.397540137977,"Dienstag","Herbst","10",0,12.9125,13,5,FALSE,FALSE,FALSE
"94",1310021,2013-10-02,1,196.720969158391,"Mittwoch","Herbst","10",1,12.7,10,NA,FALSE,FALSE,FALSE
"95",1310031,2013-10-03,1,75.2337302417469,"Donnerstag","Herbst","10",0,11.7625,12,5,FALSE,TRUE,FALSE
"96",1310041,2013-10-04,1,156.066122625816,"Freitag","Herbst","10",5,11.2,8,63,FALSE,FALSE,TRUE
"97",1310051,2013-10-05,1,152.280762053885,"Samstag","Herbst","10",7,15.575,8,20,FALSE,FALSE,TRUE
"98",1310061,2013-10-06,1,92.4805772695364,"Sonntag","Herbst","10",7,15.25,6,NA,FALSE,FALSE,TRUE
"99",1310071,2013-10-07,1,124.841544023845,"Montag","Herbst","10",1,16.275,7,NA,FALSE,FALSE,TRUE
"100",1310081,2013-10-08,1,96.867100978839,"Dienstag","Herbst","10",6,15.1125,8,61,FALSE,FALSE,TRUE
"101",1310091,2013-10-09,1,149.761758936995,"Mittwoch","Herbst","10",7,14.3125,10,21,FALSE,FALSE,TRUE
"102",1310101,2013-10-10,1,119.300284972145,"Donnerstag","Herbst","10",5,10.975,6,NA,FALSE,FALSE,TRUE
"103",1310111,2013-10-11,1,123.2348187168,"Freitag","Herbst","10",7,13.8625,20,10,FALSE,FALSE,TRUE
"104",1310121,2013-10-12,1,140.262421715801,"Samstag","Herbst","10",8,13.025,21,63,FALSE,FALSE,TRUE
"105",1310131,2013-10-13,1,42.9967926268111,"Sonntag","Herbst","10",5,10.8625,5,NA,FALSE,FALSE,TRUE
"106",1310141,2013-10-14,1,109.863744271226,"Montag","Herbst","10",2,12.525,6,NA,FALSE,FALSE,TRUE
"107",1310151,2013-10-15,1,130.431802598324,"Dienstag","Herbst","10",7,10.6625,4,63,FALSE,FALSE,TRUE
"108",1310161,2013-10-16,1,146.070583461057,"Mittwoch","Herbst","10",8,12.275,7,NA,FALSE,FALSE,TRUE
"109",1310171,2013-10-17,1,89.9411837855476,"Donnerstag","Herbst","10",7,12,15,65,FALSE,FALSE,TRUE
"110",1310181,2013-10-18,1,111.233698203856,"Freitag","Herbst","10",1,9.075,9,NA,FALSE,FALSE,TRUE
"111",1310191,2013-10-19,1,121.590860465012,"Samstag","Herbst","10",7,9.45,9,NA,FALSE,FALSE,FALSE
"112",1310201,2013-10-20,1,70.1419855298474,"Sonntag","Herbst","10",7,15.1875,8,21,FALSE,FALSE,FALSE
"113",1310211,2013-10-21,1,122.987868193302,"Montag","Herbst","10",7,14.2625,8,61,FALSE,FALSE,FALSE
"114",1310221,2013-10-22,1,111.927088663048,"Dienstag","Herbst","10",2,17.6375,7,NA,FALSE,FALSE,FALSE
"115",1310231,2013-10-23,1,125.816016210178,"Mittwoch","Herbst","10",6,17.675,9,NA,FALSE,FALSE,FALSE
"116",1310241,2013-10-24,1,123.163406361057,"Donnerstag","Herbst","10",5,12.6875,12,61,FALSE,FALSE,FALSE
"117",1310251,2013-10-25,1,113.661858634409,"Freitag","Herbst","10",7,11.8875,7,61,FALSE,FALSE,FALSE
"118",1310261,2013-10-26,1,161.678805315967,"Samstag","Herbst","10",5,16.775,10,21,FALSE,FALSE,FALSE
"119",1310271,2013-10-27,1,102.355195816072,"Sonntag","Herbst","10",6,14.9875,16,65,FALSE,FALSE,FALSE
"120",1310281,2013-10-28,1,129.482192717092,"Montag","Herbst","10",7,14.3625,29,63,FALSE,FALSE,FALSE
"121",1310291,2013-10-29,1,112.285893935052,"Dienstag","Herbst","10",7,10.775,17,63,FALSE,FALSE,FALSE
"122",1310301,2013-10-30,1,121.506077008915,"Mittwoch","Herbst","10",6,10.4375,10,61,FALSE,FALSE,FALSE
"123",1310311,2013-10-31,1,133.723541287582,"Donnerstag","Herbst","10",5,11.1625,13,21,FALSE,FALSE,FALSE
"124",1311011,2013-11-01,1,100.182160485504,"Freitag","Herbst","11",8,10.625,9,63,FALSE,FALSE,FALSE
"125",1311021,2013-11-02,1,149.172348030766,"Samstag","Herbst","11",8,8.8875,3,63,FALSE,FALSE,FALSE
"126",1311031,2013-11-03,1,97.4532740046654,"Sonntag","Herbst","11",6,10.7,15,21,FALSE,FALSE,FALSE
"127",1311041,2013-11-04,1,137.864260444157,"Montag","Herbst","11",7,6.8375,7,63,FALSE,FALSE,FALSE
"128",1311051,2013-11-05,1,103.700267261952,"Dienstag","Herbst","11",4,8.9,12,61,FALSE,FALSE,FALSE
"129",1311061,2013-11-06,1,109.097001107423,"Mittwoch","Herbst","11",4,8.1375,12,63,FALSE,FALSE,FALSE
"130",1311071,2013-11-07,1,118.470603286455,"Donnerstag","Herbst","11",6,9.5,10,61,FALSE,FALSE,FALSE
"131",1311081,2013-11-08,1,132.796244239256,"Freitag","Herbst","11",3,9.325,9,NA,FALSE,FALSE,FALSE
"132",1311091,2013-11-09,1,99.9317959514759,"Samstag","Herbst","11",5,7.7,16,63,FALSE,FALSE,FALSE
"133",1311101,2013-11-10,1,108.561660295105,"Sonntag","Herbst","11",2,6.9875,12,63,FALSE,FALSE,FALSE
"134",1311111,2013-11-11,1,124.580485617569,"Montag","Herbst","11",2,8.3125,5,NA,FALSE,FALSE,FALSE
"135",1311121,2013-11-12,1,111.970870543294,"Dienstag","Herbst","11",7,5.9375,9,61,FALSE,FALSE,FALSE
"136",1311131,2013-11-13,1,78.0382483442215,"Mittwoch","Herbst","11",1,8.8,12,0,FALSE,FALSE,FALSE
"137",1311141,2013-11-14,1,121.180219705286,"Donnerstag","Herbst","11",5,6.9375,9,21,FALSE,FALSE,FALSE
"138",1311151,2013-11-15,1,122.76929773359,"Freitag","Herbst","11",7,6.45,6,21,FALSE,FALSE,FALSE
"139",1311161,2013-11-16,1,126.793397398979,"Samstag","Herbst","11",8,8.875,12,NA,FALSE,FALSE,FALSE
"140",1311171,2013-11-17,1,74.3945185864517,"Sonntag","Herbst","11",2,8.8875,8,0,FALSE,FALSE,FALSE
"141",1311181,2013-11-18,1,129.109032642028,"Montag","Herbst","11",7,6.65,5,63,FALSE,FALSE,FALSE
"142",1311191,2013-11-19,1,106.906118646237,"Dienstag","Herbst","11",8,5.8375,8,61,FALSE,FALSE,FALSE
"143",1311201,2013-11-20,1,124.324612351715,"Mittwoch","Herbst","11",6,3.85,6,NA,FALSE,FALSE,FALSE
"144",1311211,2013-11-21,1,144.359927455555,"Donnerstag","Herbst","11",2,3.275,8,10,FALSE,FALSE,FALSE
"145",1311221,2013-11-22,1,107.962731413831,"Freitag","Herbst","11",7,5.375,10,21,FALSE,FALSE,FALSE
"146",1311231,2013-11-23,1,96.5196766761341,"Samstag","Herbst","11",3,4.9125,6,NA,FALSE,FALSE,FALSE
"147",1311241,2013-11-24,1,76.4120061231823,"Sonntag","Herbst","11",0,4.6,16,NA,FALSE,FALSE,FALSE
"148",1311251,2013-11-25,1,129.81992805086,"Montag","Herbst","11",0,3.7,10,NA,FALSE,FALSE,FALSE
"149",1311261,2013-11-26,1,123.431703158233,"Dienstag","Herbst","11",2,2.3125,6,NA,FALSE,FALSE,FALSE
"150",1311271,2013-11-27,1,93.5321454303922,"Mittwoch","Herbst","11",8,7.3125,12,61,FALSE,FALSE,FALSE
"151",1311281,2013-11-28,1,128.842426194061,"Donnerstag","Herbst","11",2,8.025,18,NA,FALSE,FALSE,FALSE
"152",1311291,2013-11-29,1,104.966463375073,"Freitag","Herbst","11",8,5.9875,11,63,FALSE,FALSE,FALSE
"153",1311301,2013-11-30,1,104.09003869481,"Samstag","Herbst","11",7,5.525,10,20,FALSE,FALSE,FALSE
"154",1312011,2013-12-01,1,68.0762231823542,"Sonntag","Winter","12",5,8.6625,20,61,FALSE,FALSE,FALSE
"155",1312021,2013-12-02,1,113.931498716313,"Montag","Winter","12",0,3.0625,4,10,FALSE,FALSE,FALSE
"156",1312031,2013-12-03,1,94.7658652080226,"Dienstag","Winter","12",8,1.7125,6,28,FALSE,FALSE,FALSE
"157",1312041,2013-12-04,1,128.922855106228,"Mittwoch","Winter","12",7,5.85,11,63,FALSE,FALSE,FALSE
"158",1312051,2013-12-05,1,120.974699669869,"Donnerstag","Winter","12",7,4.4625,24,63,FALSE,FALSE,FALSE
"159",1312061,2013-12-06,1,112.015650593347,"Freitag","Winter","12",6,1.7875,25,73,FALSE,FALSE,FALSE
"160",1312071,2013-12-07,1,121.408564819885,"Samstag","Winter","12",5,1,11,22,FALSE,FALSE,FALSE
"161",1312081,2013-12-08,1,36.2650169585334,"Sonntag","Winter","12",8,6.975,16,63,FALSE,FALSE,FALSE
"162",1312091,2013-12-09,1,134.680550018524,"Montag","Winter","12",7,9.2375,10,45,FALSE,FALSE,FALSE
"163",1312101,2013-12-10,1,104.352034970751,"Dienstag","Winter","12",7,7.1875,8,61,FALSE,FALSE,FALSE
"164",1312111,2013-12-11,1,85.9079819233536,"Mittwoch","Winter","12",7,5.025,9,10,FALSE,FALSE,FALSE
"165",1312121,2013-12-12,1,88.2075449690532,"Donnerstag","Winter","12",8,2.525,8,28,FALSE,FALSE,FALSE
"166",1312131,2013-12-13,1,85.5324935340658,"Freitag","Winter","12",7,3.5375,6,61,FALSE,FALSE,FALSE
"167",1312141,2013-12-14,1,120.787742012371,"Samstag","Winter","12",7,3.0125,7,61,FALSE,FALSE,FALSE
"168",1312151,2013-12-15,1,71.5352172710921,"Sonntag","Winter","12",8,7.925,12,61,FALSE,FALSE,FALSE
"169",1312161,2013-12-16,1,120.791211521354,"Montag","Winter","12",8,8.775,12,NA,FALSE,FALSE,FALSE
"170",1312171,2013-12-17,1,74.6283250889016,"Dienstag","Winter","12",8,4.95,8,61,FALSE,FALSE,FALSE
"171",1312181,2013-12-18,1,86.4115250991858,"Mittwoch","Winter","12",7,6.85,8,10,FALSE,FALSE,FALSE
"172",1312191,2013-12-19,1,101.589644453608,"Donnerstag","Winter","12",7,7.4,10,63,FALSE,FALSE,FALSE
"173",1312201,2013-12-20,1,114.601001275823,"Freitag","Winter","12",7,5.2875,10,61,FALSE,FALSE,FALSE
"174",1312211,2013-12-21,1,124.541759682586,"Samstag","Winter","12",8,6.5625,13,63,FALSE,FALSE,FALSE
"175",1312221,2013-12-22,1,41.7300439888931,"Sonntag","Winter","12",7,8.1375,12,61,FALSE,FALSE,FALSE
"176",1312231,2013-12-23,1,183.608991270752,"Montag","Winter","12",3,5.4875,10,NA,FALSE,FALSE,TRUE
"177",1312241,2013-12-24,1,220.330670230618,"Dienstag","Winter","12",7,11.4375,18,61,FALSE,TRUE,TRUE
"178",1312271,2013-12-27,1,152.367434643543,"Freitag","Winter","12",7,5.7625,15,63,FALSE,FALSE,TRUE
"179",1312291,2013-12-29,1,131.267289010755,"Sonntag","Winter","12",7,5.7125,9,63,FALSE,FALSE,TRUE
"180",1312301,2013-12-30,1,126.58984459848,"Montag","Winter","12",4,4.75,11,10,FALSE,FALSE,TRUE
"181",1312311,2013-12-31,1,211.390838466052,"Dienstag","Winter","12",4,5.0375,7,NA,FALSE,TRUE,TRUE
"182",1401021,2014-01-02,1,153.166492227541,"Donnerstag","Winter","01",7,6.25,9,63,FALSE,FALSE,TRUE
"183",1401031,2014-01-03,1,109.484763536521,"Freitag","Winter","01",7,6.8375,10,63,FALSE,FALSE,TRUE
"184",1401041,2014-01-04,1,116.250540066432,"Samstag","Winter","01",5,6.9375,11,NA,FALSE,FALSE,TRUE
"185",1401051,2014-01-05,1,67.7899909491401,"Sonntag","Winter","01",7,6.1875,11,63,FALSE,FALSE,TRUE
"186",1401061,2014-01-06,1,146.911067784297,"Montag","Winter","01",7,7.9125,11,65,FALSE,FALSE,TRUE
"187",1401071,2014-01-07,1,147.5457609484,"Dienstag","Winter","01",7,10.4375,13,NA,FALSE,FALSE,FALSE
"188",1401081,2014-01-08,1,99.9068767897401,"Mittwoch","Winter","01",7,8.6375,15,63,FALSE,FALSE,FALSE
"189",1401091,2014-01-09,1,113.541525918277,"Donnerstag","Winter","01",7,9.6125,16,61,FALSE,FALSE,FALSE
"190",1401101,2014-01-10,1,119.05554059635,"Freitag","Winter","01",7,6.6375,17,61,FALSE,FALSE,FALSE
"191",1401111,2014-01-11,1,127.95986526115,"Samstag","Winter","01",7,5.5875,18,63,FALSE,FALSE,FALSE
"192",1401121,2014-01-12,1,83.4017498521773,"Sonntag","Winter","01",2,5.525,16,21,FALSE,FALSE,FALSE
"193",1401131,2014-01-13,1,103.994034974792,"Montag","Winter","01",8,3.1375,10,69,FALSE,FALSE,FALSE
"194",1401141,2014-01-14,1,166.347532764571,"Dienstag","Winter","01",6,4.225,6,28,FALSE,FALSE,FALSE
"195",1401151,2014-01-15,1,139.042567223334,"Mittwoch","Winter","01",7,3.228571,7,28,FALSE,FALSE,FALSE
"196",1401161,2014-01-16,1,117.779119691395,"Donnerstag","Winter","01",8,2.7375,9,63,FALSE,FALSE,FALSE
"197",1401171,2014-01-17,1,94.7938386484339,"Freitag","Winter","01",7,6.7375,4,61,FALSE,FALSE,FALSE
"198",1401181,2014-01-18,1,102.633649837911,"Samstag","Winter","01",7,5.8875,8,61,FALSE,FALSE,FALSE
"199",1401191,2014-01-19,1,53.0014671833047,"Sonntag","Winter","01",7,2.8625,19,10,FALSE,FALSE,FALSE
"200",1401201,2014-01-20,1,99.6819363621683,"Montag","Winter","01",8,0.3875,13,61,FALSE,FALSE,FALSE
"201",1401211,2014-01-21,1,116.784600007305,"Dienstag","Winter","01",7,-0.65,7,77,FALSE,FALSE,FALSE
"202",1401221,2014-01-22,1,102.344424741026,"Mittwoch","Winter","01",8,-3.1125,14,22,FALSE,FALSE,FALSE
"203",1401231,2014-01-23,1,105.740276056438,"Donnerstag","Winter","01",8,-3.1875,11,22,FALSE,FALSE,FALSE
"204",1401241,2014-01-24,1,143.164448746188,"Freitag","Winter","01",2,-5.1625,13,10,FALSE,FALSE,FALSE
"205",1401251,2014-01-25,1,129.09233380561,"Samstag","Winter","01",5,-7.0375,8,NA,FALSE,FALSE,FALSE
"206",1401261,2014-01-26,1,65.4883238458282,"Sonntag","Winter","01",1,-8.475,10,10,FALSE,FALSE,FALSE
"207",1401271,2014-01-27,1,177.797639286942,"Montag","Winter","01",5,0.7,9,69,FALSE,FALSE,FALSE
"208",1401281,2014-01-28,1,63.9844736113181,"Dienstag","Winter","01",7,-0.2625,10,10,FALSE,FALSE,FALSE
"209",1401291,2014-01-29,1,75.1156293987916,"Mittwoch","Winter","01",7,-5.05,13,77,FALSE,FALSE,FALSE
"210",1401301,2014-01-30,1,140.794194214435,"Donnerstag","Winter","01",7,-4.4875,8,77,FALSE,FALSE,FALSE
"211",1401311,2014-01-31,1,133.303478983532,"Freitag","Winter","01",8,-3.6875,7,10,FALSE,FALSE,FALSE
"212",1402011,2014-02-01,1,101.932146850505,"Samstag","Winter","02",7,3.225,10,63,FALSE,FALSE,FALSE
"213",1402021,2014-02-02,1,76.7574943519772,"Sonntag","Winter","02",0,5.4875,8,NA,FALSE,FALSE,FALSE
"214",1402031,2014-02-03,1,154.323103655617,"Montag","Winter","02",1,3.475,8,10,FALSE,FALSE,FALSE
"215",1402041,2014-02-04,1,130.284962020954,"Dienstag","Winter","02",5,3.925,6,10,FALSE,FALSE,FALSE
"216",1402051,2014-02-05,1,128.512982776585,"Mittwoch","Winter","02",4,3.675,8,10,FALSE,FALSE,FALSE
"217",1402061,2014-02-06,1,93.2145715747619,"Donnerstag","Winter","02",7,7.875,11,20,FALSE,FALSE,FALSE
"218",1402071,2014-02-07,1,99.7607356052368,"Freitag","Winter","02",7,8.475,15,63,FALSE,FALSE,FALSE
"219",1402081,2014-02-08,1,120.862739831777,"Samstag","Winter","02",7,6.2875,12,61,FALSE,FALSE,FALSE
"220",1402091,2014-02-09,1,57.0074894928223,"Sonntag","Winter","02",5,6.7125,15,63,FALSE,FALSE,FALSE
"221",1402101,2014-02-10,1,154.183743327497,"Montag","Winter","02",2,6.6375,9,NA,FALSE,FALSE,FALSE
